Woord;Horen;Zien;Ruiken;Proeven;Voelen;Sensaties;Modality;ModalityExclusivity;MaxPercStrength;AvModalityStrength;Minkowski3;Concreteness;ConcretenessCategory;Imageability;ImageabilityCategory;SourceImageability;Frequency;Prevalence;Length;Nsyl;N_phonemes;PoS;OLD20;DLP_RT;DLP_Acc;DCP_RT;DCP_Acc
trekijzer;0,75;2,67;0,08;0,08;1,83;0,00;Zien;0,492307692;2,67;0,90;2,945229575;4;high;#N/B;#N/B;#N/B;0;1,724191902;9;3;8;N;2,7;586,20;0,7;1327,13;0,92
trekje;0,50;2,30;0,00;0,30;1,00;0,10;Zien;0,547619048;2,3;0,70;2,370471519;3,266666667;high;#N/B;#N/B;#N/B;158;2,43190167;6;2;6;N;1,95;584,58;1;1072,78;1
trekken;0,45;1,55;0,00;0,00;2,45;0,00;Voelen;0,551020408;2,45;0,74;2,648272432;4,4;high;6,13;high;van Loon;3588;3,138142686;7;2;5;WW;1,6;521,94;0,975;1009,81;1
trekker;1,08;3,17;0,08;0,00;2,33;0,08;Zien;0,469135802;3,17;1,13;3,576047331;3,6;high;#N/B;#N/B;#N/B;634;2,839738953;7;2;6;N;1,75;516,55;0,951219512;1057,56;1
trekking;1,23;2,38;0,15;0,08;1,00;0,23;Zien;0,454545455;2,38;0,85;2,542763068;2,5;low;#N/B;#N/B;#N/B;15;2,175811552;8;2;6;N;1,9;538,26;0,95;1026,24;0,99
trekpleister;0,83;3,33;0,08;0,17;0,83;0,58;Zien;0,557142857;3,33;0,97;3,373676427;2,666666667;low;#N/B;#N/B;#N/B;8;2,281099181;12;3;11;N;3,35;629,27;0,926829268;1078,12;0,99
trektocht;0,90;3,60;0,40;0,00;0,70;0,70;Zien;0,571428571;3,6;1,05;3,637645098;3,6;high;#N/B;#N/B;#N/B;26;2,564019598;9;2;8;N;2,85;512,06;0,95;1078,89;1
trekvogel;1,30;4,20;0,00;0,00;0,70;0,00;Zien;0,677419355;4,2;1,03;4,247458688;3,6;high;#N/B;#N/B;#N/B;1;2,665822803;9;3;9;N;2,8;534,45;0,975;1008,92;1
trekzak;0,45;3,00;0,00;0,00;1,45;0,00;Zien;0,611111111;3;0,82;3,113135376;4,666666667;high;#N/B;#N/B;#N/B;0;1,78419179;7;2;7;N;2,25;603,01;0,87804878;1259,98;0,95
trema;0,75;3,58;0,00;0,00;0,25;0,08;Zien;0,767857143;3,58;0,78;3,594669943;3,642857143;high;#N/B;#N/B;#N/B;0;1,450045851;5;2;5;N;1,8;662,69;0,725;1357,8;0,93
trend;1,70;3,80;0,00;0,00;0,30;0,90;Zien;0,567164179;3,8;1,12;3,926598805;2,066666667;low;#N/B;#N/B;#N/B;58;2,721197886;5;1;5;N;1,5;563,99;0,9;1040,96;0,99
trendsetter;1,38;3,15;0,15;0,15;0,15;0,92;Zien;0,506493506;3,15;0,99;3,265526814;2,266666667;low;#N/B;#N/B;#N/B;6;1,862179977;11;3;10;N;3,75;698,11;0,8;1163,02;0,97
trendy;1,80;3,90;0,00;0,00;0,00;0,80;Zien;0,6;3,9;1,08;4,034350008;1,933333333;low;#N/B;#N/B;#N/B;48;2,536299103;6;2;6;ADJ;1,9;564,86;0,975;1062,7;1
treuren;3,00;3,20;0,00;0,00;0,30;3,40;Sensaties;0,343434343;3,4;1,65;4,627606517;2,8;low;5,97;high;van Loon;121;2,435334542;7;2;5;WW;1,85;564,14;1;1043,47;1
treurig;1,83;2,67;0,00;0,08;0,17;3,58;Sensaties;0,43;3,58;1,39;4,143560996;2,466666667;low;5,3;high;de Deyne et al. 2019;267;2,596008514;7;2;6;ADJ;2;540,22;1;977,4;0,99
treurigheid;2,08;2,38;0,00;0,00;0,46;3,69;Sensaties;0,428571429;3,69;1,44;4,178479078;2,466666667;low;#N/B;#N/B;#N/B;4;2,281051171;11;3;9;N;2,75;603,70;0,975;1159,96;0,99
treurspel;2,73;3,09;0,00;0,00;0,45;2,09;Zien;0,369565217;3,09;1,39;3,894103254;2,642857143;low;#N/B;#N/B;#N/B;3;2,118842958;9;2;8;N;2,95;592,83;0,853658537;1173,15;0,97
treurwilg;0,33;3,58;0,50;0,00;1,08;0,00;Zien;0,651515152;3,58;0,92;3,62016575;4,866666667;high;#N/B;#N/B;#N/B;3;2,419539814;9;2;8;N;3,35;671,40;0,731707317;1112,69;0,99
treuzelen;1,55;2,36;0,00;0,00;0,00;0,91;Zien;0,490566038;2,36;0,80;2,603527429;3,066666667;high;#N/B;#N/B;#N/B;68;2,586647749;9;3;7;WW;1,9;532,89;0,951219512;1012,92;0,99
triangel;3,83;4,08;0,00;0,00;3,42;0,08;Zien;0,357664234;4,08;1,90;5,477017402;4,733333333;high;5,75;high;de Deyne et al. 2008;31;2,232612928;8;3;8;N;2,55;573,16;0,975;1147,91;0,99
triangulair;0,00;3,50;0,00;0,00;0,88;0,00;Zien;0,8;3,5;0,73;3,518135039;3,307692308;high;#N/B;#N/B;#N/B;0;1,015565758;11;4;11;ADJ;3,65;701,72;0,85;1653,22;0,8
triatlon;1,17;3,67;0,00;0,00;0,67;1,00;Zien;0,564102564;3,67;1,08;3,736826202;3,333333333;high;#N/B;#N/B;#N/B;4;1,365882485;8;3;9;N;2,95;597,59;0,95;1498,31;0,91
tribaal;1,17;2,67;0,00;0,00;0,67;0,00;Zien;0,592592593;2,67;0,75;2,752217373;2;low;#N/B;#N/B;#N/B;0;0,646859976;7;2;6;ADJ;2,55;702,30;0,7;1433,06;0,73
tribunaal;2,18;2,18;0,00;0,00;0,45;0,18;Joint;0,436363636;2,18;0,83;2,753319473;2,142857143;low;#N/B;#N/B;#N/B;110;2,15028972;9;3;8;N;3,15;595,35;0,87804878;1132,89;0,98
tribune;0,10;4,40;0,00;0,00;1,80;0,00;Zien;0,698412698;4,4;1,05;4,498221519;4,533333333;high;6,33;high;van Loon;118;2,572611017;7;3;7;N;2,5;521,16;1;982,6;1
triest;1,91;3,09;0,00;0,00;0,27;3,27;Sensaties;0,382978723;3,27;1,42;4,151699737;3,066666667;high;5,5;high;de Deyne et al. 2019;766;2,509005008;6;1;5;ADJ;1,65;540,94;1;981,72;0,99
triestheid;1,70;2,90;0,00;0,00;0,40;4,50;Sensaties;0,473684211;4,5;1,58;4,939142273;2,333333333;low;#N/B;#N/B;#N/B;4;1,860141697;10;2;8;N;3,1;578,94;0,9;1196,29;0,97
triestig;1,77;2,23;0,00;0,08;0,15;3,69;Sensaties;0,466019417;3,69;1,32;4,061161773;2,714285714;low;#N/B;#N/B;#N/B;48;2,471835384;8;2;7;ADJ;2,55;514,82;0,975609756;1119,99;0,91
triljoen;0,20;0,90;0,00;0,00;0,40;0,00;Zien;0,6;0,9;0,25;0,928704405;2,866666667;low;#N/B;#N/B;#N/B;27;2,014026252;8;2;7;TW;2,6;622,18;0,875;1274,56;0,98
trillen;2,00;3,00;0,00;0,00;1,91;2,55;Zien;0,317307692;3;1,58;3,880879209;4,133333333;high;6,63;high;van Loon;224;2,548363106;7;2;5;WW;1,5;559,14;0,975;972,08;1
triller;2,00;3,17;0,00;0,00;0,58;2,42;Zien;0,387755102;3,17;1,36;3,781328761;3,538461538;high;#N/B;#N/B;#N/B;0;0,585054138;7;2;6;N;1,75;546,57;0,95;1462,79;0,72
trilling;2,17;2,08;0,00;0,08;2,58;1,67;Voelen;0,300970874;2,58;1,43;3,450568051;4,133333333;high;#N/B;#N/B;#N/B;47;2,430612067;8;2;6;N;2,1;528,05;0,926829268;1035,94;1
trilogie;0,46;2,08;0,46;0,31;0,85;0,38;Zien;0,389830508;2,08;0,76;2,143428236;3,266666667;high;#N/B;#N/B;#N/B;20;2,354972803;8;3;7;N;2,95;600,58;0,951219512;1120,19;0,98
trimester;0,23;0,62;0,08;0,08;0,15;0,15;Zien;0,411764706;0,62;0,22;0,632909643;2,333333333;low;3,8;low;van Loon;33;2,249127914;9;3;9;N;2,4;564,01;0,902439024;1091,2;0,96
trimmen;1,40;3,20;0,20;0,00;2,50;0,20;Zien;0,426666667;3,2;1,25;3,712134497;4,066666667;high;#N/B;#N/B;#N/B;13;2,224278794;7;2;5;WW;1,65;616,65;0,780487805;1078,96;0,98
trio;1,58;3,58;0,00;0,08;1,25;0,42;Zien;0,518072289;3,58;1,15;3,73266346;4,066666667;high;#N/B;#N/B;#N/B;90;2,612629349;4;2;5;N;1,7;529,69;1;981,21;0,99
triomf;1,50;2,42;0,00;0,00;1,33;2,42;Joint;0,315217391;2,42;1,28;3,238766094;2,285714286;low;2,57;low;van Loon;151;2,066086207;6;2;7;N;2,35;557,65;0,975;1032,72;0,97
triomfantelijk;2,23;3,23;0,08;0,00;0,62;2,92;Zien;0,355932203;3,23;1,51;4,121928355;1,466666667;low;#N/B;#N/B;#N/B;18;2,030147868;14;5;14;ADJ;4,25;628,14;1;1231,54;0,98
triomferen;3,60;4,40;0,00;0,00;0,60;3,10;Zien;0,376068376;4,4;1,95;5,449645068;2,066666667;low;#N/B;#N/B;#N/B;12;2,5080981;10;4;10;WW;2,7;598,54;0,87804878;1232,03;0,98
trip;0,42;3,08;0,33;0,00;0,00;0,42;Zien;0,725490196;3,08;0,71;3,089691449;3,533333333;high;#N/B;#N/B;#N/B;402;2,709342336;4;1;4;N;1,35;541,83;0,926829268;1034,3;1
triplex;0,00;2,88;0,63;0,00;1,50;0,00;Zien;0,575;2,88;0,83;3,014111756;3,833333333;high;#N/B;#N/B;#N/B;11;2,333614292;7;2;8;N;2,15;670,25;0,951219512;1086,95;0,99
trippelen;1,83;2,92;0,00;0,00;0,58;0,75;Zien;0,479452055;2,92;1,01;3,161329112;3,153846154;high;#N/B;#N/B;#N/B;7;1,671535835;9;3;7;WW;1,8;623,69;0,902439024;1258,82;0,95
trippen;1,91;3,09;0,09;0,27;0,91;2,45;Zien;0,34375;3,09;1,45;3,733661281;2,846153846;low;#N/B;#N/B;#N/B;56;1,912346895;7;2;5;WW;1,6;614,93;0,829268293;1219,48;0,96
triviaal;1,36;1,36;0,00;0,00;0,18;0,64;Joint;0,384615385;1,36;0,59;1,747352339;1,307692308;low;#N/B;#N/B;#N/B;10;1,992444203;8;3;8;ADJ;2,8;569,01;0,925;1118,23;0,96
troebel;0,54;3,77;0,46;0,62;0,77;0,23;Zien;0,554216867;3,77;1,06;3,791504086;3,466666667;high;6,1;high;de Deyne et al. 2019;33;2,693041356;7;2;6;ADJ;1,85;568,80;0,95;1047,52;1
troef;1,18;2,45;0,36;0,45;0,27;0,64;Zien;0,406779661;2,45;0,89;2,564140477;2,266666667;low;4,22;high;van Loon;84;2,434715126;5;1;4;N;1,4;508,60;0,9;1023,14;0,98
troefkaart;0,92;3,08;0,08;0,00;2,25;1,08;Zien;0,415730337;3,08;1,24;3,496484881;3,066666667;high;#N/B;#N/B;#N/B;23;2,204605544;10;2;8;N;2,9;598,02;0,875;1134,8;0,98
troela;1,45;3,45;0,73;0,73;0,45;0,55;Zien;0,407407407;3,45;1,23;3,565542535;2,333333333;low;#N/B;#N/B;#N/B;30;1,448182208;6;2;5;N;2,2;619,78;0,75;1270,5;0,95
troep;0,20;3,80;0,40;0,20;1,10;0,50;Zien;0,580645161;3,8;1,03;3,835131272;3,2;high;5,23;high;van Loon;1770;2,713177709;5;1;4;N;1,55;538,80;0,951219512;1017,91;1
troeteldier;1,18;3,09;0,55;0,00;3,55;1,45;Voelen;0,361111111;3,55;1,64;4,290609174;3,866666667;high;#N/B;#N/B;#N/B;4;2,586620622;11;3;9;N;3,25;655,08;0,853658537;1129,66;0,99
troetelen;1,10;1,90;0,40;0,50;2,80;0,80;Voelen;0,32;2,8;1,25;3,136068483;2,363636364;low;#N/B;#N/B;#N/B;0;1,11708064;9;3;7;WW;1,85;590,07;0,902439024;1245,32;0,88
troetelkind;1,91;2,73;0,09;0,00;1,64;0,73;Zien;0,384615385;2,73;1,18;3,175149919;2,4;low;#N/B;#N/B;#N/B;5;1,932760256;11;3;10;N;3,5;671,74;0,775;1166,9;0,97
troetelnaam;3,09;0,82;0,00;0,00;0,00;1,73;Horen;0,548387097;3,09;0,94;3,278236139;2,066666667;low;#N/B;#N/B;#N/B;4;2,455655241;11;3;9;N;3,95;662,41;0,875;1077,91;0,98
trofee;0,00;4,42;0,08;0,08;3,17;1,58;Zien;0,473214286;4,42;1,56;4,958059679;4,133333333;high;#N/B;#N/B;#N/B;191;2,391662043;6;2;5;N;1,95;521,71;0,951219512;1145,12;0,98
trol;0,92;3,58;0,92;0,00;1,17;0,58;Zien;0,5;3,58;1,19;3,667699434;3,733333333;high;#N/B;#N/B;#N/B;76;2,459419583;4;1;4;N;1,25;582,69;0,902439024;1067,56;0,99
trom;3,70;3,40;0,00;0,00;2,30;0,30;Horen;0,381443299;3,7;1,62;4,674633218;4,928571429;high;6,37;high;van Loon;22;1,724033275;4;1;4;N;1,05;640,44;0,775;1064,6;0,96
trombone;4,89;3,78;0,11;0,00;2,00;0,00;Horen;0,453608247;4,89;1,80;5,63329237;4,857142857;high;4,607142857;high;de Deyne et al. 2008;41;1,971611828;8;3;8;N;2,8;624,23;0,926829268;1183,15;0,98
trombonist;3,42;3,25;0,08;0,00;0,58;0,00;Horen;0,465909091;3,42;1,22;4,206114244;3,8;high;#N/B;#N/B;#N/B;0;1,687167542;10;3;10;N;3,45;644,89;0,756097561;1463,18;0,96
trombose;0,27;1,36;0,00;0,00;0,18;2,73;Sensaties;0,6;2,73;0,76;2,837566979;3,214285714;high;#N/B;#N/B;#N/B;7;2,643739276;8;3;8;N;2,85;576,24;0,951219512;1005,91;0,98
tromgeroffel;4,75;2,75;0,00;0,00;0,92;0,67;Horen;0,52293578;4,75;1,51;5,053235203;4,066666667;high;#N/B;#N/B;#N/B;34;2,268489479;12;4;11;N;4,95;690,87;0,85;1192,32;0,99
trommel;4,09;4,18;0,09;0,00;3,09;0,27;Zien;0,356589147;4,18;1,95;5,55205943;4,8;high;5,714285714;high;de Deyne et al. 2008;81;3,163259815;7;2;6;N;1,65;502,86;0,975609756;975,14;1
trommelaar;3,33;2,58;0,08;0,00;1,92;0,33;Horen;0,404040404;3,33;1,38;3,944138136;3,933333333;high;#N/B;#N/B;#N/B;7;2,324010038;10;3;8;N;2,6;540,39;0,853658537;1095,93;0,99
trommelen;4,00;3,31;0,00;0,00;2,85;0,08;Horen;0,390977444;4;1,71;4,976488002;4,533333333;high;5,87;high;van Loon;21;3,108896101;9;3;7;WW;1,75;497,60;0,975609756;1064,33;1
trommelvlies;2,25;2,00;0,00;0,00;0,83;0,33;Horen;0,415384615;2,25;0,90;2,714705574;4,266666667;high;#N/B;#N/B;#N/B;17;2,48435934;12;3;10;N;3,75;567,65;1;964,87;1
trompet;4,64;3,64;0,09;0,36;3,27;0,00;Horen;0,386363636;4,64;2,00;5,675849247;5;high;6,515151515;high;de Deyne et al. 2008;117;2,586163561;7;2;7;N;1,9;507,22;0,975609756;971,61;1
trompetteren;3,75;2,25;0,00;0,00;0,58;0,00;Horen;0,569620253;3,75;1,10;4,006728163;4,066666667;high;#N/B;#N/B;#N/B;2;1,518255968;12;4;10;WW;2,7;611,22;0,951219512;1437,04;0,96
trompettist;4,58;3,83;0,42;0,00;1,17;0,42;Horen;0,44;4,58;1,74;5,364086919;4,266666667;high;#N/B;#N/B;#N/B;11;1,385460421;11;3;10;N;3,65;737,33;0,85;1410,34;0,95
tronen;0,80;2,60;0,00;0,00;1,10;0,50;Zien;0,52;2,6;0,83;2,693629241;2,846153846;low;#N/B;#N/B;#N/B;8;1,857824189;6;2;5;WW;1,65;514,59;0,731707317;1338,41;0,97
troon;0,25;4,08;0,00;0,00;2,50;0,33;Zien;0,569767442;4,08;1,19;4,375371599;4,466666667;high;5,83;high;van Loon;529;2,493414029;5;1;4;N;1,7;574,38;0,902439024;980,68;0,99
troost;1,50;1,50;0,00;0,00;1,10;3,00;Sensaties;0,422535211;3;1,18;3,27358776;2,2;low;3,56;low;van Loon;564;2,962690198;6;1;5;N;1,55;499,52;0,975609756;966,46;1
troosteloos;1,92;2,67;0,00;0,00;0,25;3,50;Sensaties;0,42;3,5;1,39;4,099477941;2,133333333;low;#N/B;#N/B;#N/B;17;2,58224984;11;3;9;ADJ;3,3;560,85;0,951219512;1139,91;0,99
troosten;3,08;3,08;0,15;0,15;2,08;2,38;Joint;0,267605634;3,08;1,82;4,322960602;3,333333333;high;5,97;high;van Loon;199;2,880003126;8;2;6;WW;1,65;507,98;1;1031,4;1
troostprijs;1,09;2,64;0,00;0,00;1,09;0,09;Zien;0,537037037;2,64;0,82;2,75546514;3,333333333;high;#N/B;#N/B;#N/B;27;2,78959196;11;2;9;N;3,4;582,47;0,975609756;1083,98;1
tropen;0,11;3,33;0,67;0,00;1,11;0,22;Zien;0,612244898;3,33;0,91;3,383001114;2,866666667;low;#N/B;#N/B;#N/B;28;1,847281209;6;2;5;N;1,5;642,73;0,75;1099,52;0,98
tropisch;1,58;3,25;1,75;0,83;0,92;1,83;Zien;0,237704918;3,25;1,69;3,712493053;3,066666667;high;6,2;high;de Deyne et al. 2019;48;2,499036512;8;2;6;ADJ;2,25;508,20;0,975609756;1000,39;1
tros;0,00;3,09;0,36;0,82;2,18;0,00;Zien;0,478873239;3,09;1,08;3,434471848;4,2;high;5,57;high;van Loon;15;1,929141934;4;1;4;N;1;582,31;0,780487805;1125,82;0,98
trots;1,90;2,50;0,00;0,30;0,30;4,20;Sensaties;0,456521739;4,2;1,53;4,588788069;1,8;low;5,15;high;de Deyne et al. 2019;4874;2,824160417;5;1;5;ADJ;1,55;499,26;0,975609756;995,9;1
trotseren;0,40;1,20;0,00;0,00;0,70;2,20;Sensaties;0,488888889;2,2;0,75;2,338178142;1,933333333;low;#N/B;#N/B;#N/B;103;2,548142994;9;3;8;WW;2,3;552,38;1;1111,76;0,99
trottoir;0,55;3,00;0,09;0,09;1,09;0,36;Zien;0,561403509;3;0,86;3,054919687;4,8;high;6,1;high;van Loon;56;2,075968829;8;2;7;N;2,9;560,61;0,951219512;1065,25;0,98
troubadour;3,86;4,29;0,00;0,00;0,29;0,00;Zien;0,508474576;4,29;1,40;5,14414283;3,461538462;high;#N/B;#N/B;#N/B;9;1,517566983;10;3;8;N;4,75;651,18;0,825;1189,02;0,94
trouw;1,90;3,00;0,00;0,00;1,30;2,20;Zien;0,357142857;3;1,40;3,601234145;2,666666667;low;3,23;low;van Loon;2289;2,819836392;5;1;4;N;1,7;503,33;1;946,26;1
trouwboekje;0,00;3,64;0,00;0,00;2,36;0,18;Zien;0,588235294;3,64;1,03;3,942838419;3,866666667;high;#N/B;#N/B;#N/B;5;2,434820159;11;3;9;N;3,35;568,71;1;1047,32;0,99
trouwdag;2,25;3,58;0,00;0,18;1,00;2,67;Zien;0,370109546;3,58;1,61;4,261135162;3,266666667;high;3,43;low;van Loon;360;3,097188751;8;2;7;N;2,7;522,22;1;980,17;1
trouwen;2,92;4,00;0,58;0,42;0,83;2,25;Zien;0,325757576;4;1,83;4,657809874;2,933333333;low;6,43;high;van Loon;6571;2,525747574;7;2;5;WW;1,55;574,95;1;948,57;1
trouwens;0,36;0,27;0,00;0,00;0,00;0,00;Horen;0,571428571;0,36;0,11;0,408903768;1,2;low;#N/B;#N/B;#N/B;4168;2,781316254;8;2;7;Function;1,9;501,69;1;954,81;1
trouwerij;2,27;3,82;0,00;0,00;0,09;0,55;Zien;0,567567568;3,82;1,12;4,072947818;3,4;high;#N/B;#N/B;#N/B;218;1,856725378;9;3;7;N;2,45;554,89;0,95;1133,28;0,97
trouwfeest;2,92;4,33;0,00;0,00;0,42;1,75;Zien;0,460176991;4,33;1,57;4,814740632;4,066666667;high;#N/B;#N/B;#N/B;38;2,825623074;10;2;8;N;3,6;511,33;0,975609756;967,2;1
trouwfoto;0,10;5,00;0,00;0,00;1,10;1,40;Zien;0,657894737;5;1,27;5,053766429;3,8;high;#N/B;#N/B;#N/B;18;2,997338142;9;3;8;N;3,45;582,93;0,975609756;1045,86;1
trouwhartig;0,63;1,50;0,00;0,00;0,00;2,38;Sensaties;0,527777778;2,38;0,75;2,57206912;1,857142857;low;#N/B;#N/B;#N/B;0;1,123308407;11;3;10;ADJ;3,2;658,69;0,725;1212,57;0,88
trouwjurk;0,75;4,00;0,42;0,33;2,67;1,17;Zien;0,392857143;4;1,56;4,398246132;4,8;high;#N/B;#N/B;#N/B;102;2,71764859;9;2;8;N;3,5;520,42;1;990,3;1
trouwpartij;2,38;3,92;0,46;0,54;0,62;0,92;Zien;0,391304348;3,92;1,47;4,221135103;3,533333333;high;#N/B;#N/B;#N/B;64;2,625297839;11;3;9;N;3,6;589,38;1;1129,38;0,99
trouwring;0,09;4,27;0,18;0,00;3,55;0,36;Zien;0,505376344;4,27;1,41;4,968142048;4,6;high;#N/B;#N/B;#N/B;219;2,53110799;9;2;7;N;2,95;554,08;0,975;1011;1
truc;1,22;3,22;0,00;0,00;0,40;0,70;Zien;0,581162325;3,22;0,92;3,292367027;3,133333333;high;3,47;low;van Loon;858;1,832805524;4;1;4;N;1,8;567,45;0,925;1109,92;0,97
trucage;0,85;3,00;0,00;0,00;0,92;0,85;Zien;0,534246575;3;0,94;3,072252529;2,533333333;low;#N/B;#N/B;#N/B;13;1,350121095;7;3;7;N;2,75;673,90;0,675;1451,44;0,89
truck;3,64;4,27;0,45;0,00;1,36;0,00;Zien;0,439252336;4,27;1,62;5,04908333;4,666666667;high;#N/B;#N/B;#N/B;1541;2,209330129;5;1;4;N;1,75;572,34;0,975609756;1149,99;0,99
trucker;1,58;3,50;0,25;0,00;0,58;0,17;Zien;0,575342466;3,5;1,01;3,610439827;3,733333333;high;#N/B;#N/B;#N/B;53;2,183562297;7;2;6;N;2,2;588,56;0,853658537;1056,92;0,97
truffel;0,08;3,50;2,08;3,58;2,17;0,00;Proeven;0,313868613;3,58;1,90;4,763674218;4,866666667;high;#N/B;#N/B;#N/B;11;2,653469306;7;2;6;N;2;577,89;0,925;1004,99;1
trui;0,00;3,18;0,45;0,00;2,45;0,45;Zien;0,486111111;3,18;1,09;3,613646252;4,933333333;high;6,433333333;high;de Deyne et al. 2008;508;2,35178667;4;1;3;N;1,65;575,39;0,951219512;951,72;0,99
trut;1,27;1,91;0,00;0,00;0,18;1,64;Zien;0,381818182;1,91;0,83;2,375633818;2,4;low;3,73;low;van Loon;1754;2,095564499;4;1;4;N;1,4;560,43;0,9;980,46;0,98
truttig;1,40;3,20;0,00;0,00;0,00;1,10;Zien;0,561403509;3,2;0,95;3,327502027;2,066666667;low;#N/B;#N/B;#N/B;19;2,550579933;7;2;6;ADJ;2,1;613,65;0,902439024;1120,9;1
tsaar;0,91;3,00;0,00;0,00;0,09;0,00;Zien;0,75;3;0,67;3,027599609;3,5;high;#N/B;#N/B;#N/B;78;2,086477167;5;1;4;N;1,9;678,06;0,725;1119,05;0,96
tuba;3,00;3,33;0,00;0,00;2,83;0,08;Zien;0,36036036;3,33;1,54;4,427360267;4,846153846;high;#N/B;#N/B;#N/B;52;1,816709385;4;2;4;N;1,9;596,36;0,902439024;1097,04;0,97
tube;0,30;4,10;0,20;0,30;3,30;0,00;Zien;0,5;4,1;1,37;4,716495531;4,533333333;high;5,9;high;van Loon;39;2,154242798;4;2;4;N;1,75;540,38;0,95;1095,43;0,98
tuberculose;0,50;0,90;0,00;0,00;0,10;0,90;Joint;0,375;0,9;0,40;1,165695337;3,333333333;high;#N/B;#N/B;#N/B;53;2,740603348;11;5;11;N;3,95;623,61;0,975;1167,56;0,99
tucht;1,83;1,58;0,17;0,17;0,83;1,17;Horen;0,289855072;1,83;0,96;2,308806294;1,866666667;low;3,23;low;van Loon;18;2,166710976;5;1;4;N;1,7;571,91;0,875;1029,58;0,98
tuchthuis;0,58;3,08;0,00;0,00;0,58;0,50;Zien;0,649122807;3,08;0,79;3,101527844;3,714285714;high;#N/B;#N/B;#N/B;19;1,947161277;9;2;7;N;2,95;722,87;0,825;1145,97;0,97
tuig;1,08;2,38;0,00;0,00;1,23;0,62;Zien;0,449275362;2,38;0,88;2,566545535;2,933333333;low;5,5;high;van Loon;684;2,557029818;4;1;3;N;1,35;568,47;0,9;1042,9;1
tuigen;0,60;2,60;0,00;0,00;1,40;0,30;Zien;0,530612245;2,6;0,82;2,739652575;2,909090909;low;#N/B;#N/B;#N/B;29;1,503306506;6;2;4;WW;1,4;615,72;0,825;1295,84;0,94
tuimelaar;0,55;3,73;0,00;0,09;0,91;0,36;Zien;0,661290323;3,73;0,94;3,750223433;4,333333333;high;#N/B;#N/B;#N/B;9;2,309502303;9;3;7;N;2,5;612,55;0,902439024;1040,21;0,99
tuimelen;0,36;2,91;0,00;0,00;0,55;0,45;Zien;0,680851064;2,91;0,71;2,921026954;4;high;#N/B;#N/B;#N/B;9;2,716377382;8;3;6;WW;1,85;564,40;1;996,76;1
tuin;0,90;4,00;1,50;0,00;1,20;0,30;Zien;0,506329114;4;1,32;4,118516291;4,466666667;high;6,6;high;van Loon;1603;2,471986531;4;1;3;N;1,4;484,13;0,975;929,35;0,99
tuinbouw;0,55;3,73;1,55;0,00;1,45;0,45;Zien;0,482352941;3,73;1,29;3,888728375;2,866666667;low;#N/B;#N/B;#N/B;6;3,005694595;8;2;6;N;2,8;534,79;0,975;989,04;1
tuinbouwbedrijf;0,46;3,31;1,15;0,00;0,77;0,00;Zien;0,581081081;3,31;0,95;3,37017048;3,571428571;high;#N/B;#N/B;#N/B;0;2,573784442;15;4;12;N;5,4;719,31;0,926829268;1275,96;1
tuinbouwer;0,82;3,09;0,55;0,00;0,82;0,00;Zien;0,586206897;3,09;0,88;3,13418216;3,8;high;#N/B;#N/B;#N/B;0;2,234733283;10;3;8;N;3,55;550,87;0,975;1107,73;0,97
tuinbroek;0,00;4,30;0,10;0,00;2,10;0,00;Zien;0,661538462;4,3;1,08;4,460878992;4,6;high;#N/B;#N/B;#N/B;4;1,46924547;9;2;7;N;2,85;614,82;0,8;1108,47;0,95
tuinfeest;3,33;4,08;1,08;0,58;0,33;1,17;Zien;0,354330709;4,08;1,76;4,765373737;4,4;high;#N/B;#N/B;#N/B;23;2,800275994;9;2;7;N;3,15;523,57;1;1017,62;1
tuinhek;0,17;3,83;0,00;0,00;2,00;0,00;Zien;0,638888889;3,83;1,00;4,006932423;4,6;high;6,5;high;van Loon;9;2,795582653;7;2;6;N;2,55;532,75;0,902439024;1009,26;1
tuinhuis;0,17;4,00;0,08;0,00;1,33;0,00;Zien;0,71641791;4;0,93;4,048891201;4,866666667;high;#N/B;#N/B;#N/B;28;3,164710655;8;2;6;N;2,65;570,69;0,975;1028,16;1
tuinier;1,27;3,73;1,27;0,00;1,09;0,00;Zien;0,50617284;3,73;1,23;3,853061151;4,066666667;high;#N/B;#N/B;#N/B;44;2,366021609;7;2;5;N;1,85;509,01;0,926829268;1053,96;0,98
tuinieren;0,64;3,18;0,91;0,18;2,82;0,00;Zien;0,411764706;3,18;1,29;3,816961749;4;high;#N/B;#N/B;#N/B;95;2,611202177;9;3;6;WW;2,25;542,53;1;989,59;0,99
tuinkers;0,00;3,31;2,38;3,77;2,31;0,31;Proeven;0,312101911;3,77;2,01;4,871628424;4,8;high;#N/B;#N/B;#N/B;0;2,033031488;8;2;7;N;1,85;619,57;0,902439024;1101,91;0,97
tuinman;1,09;3,18;0,18;0,00;0,45;0,00;Zien;0,648148148;3,18;0,82;3,227203596;4,2;high;6,1;high;van Loon;256;2,49556624;7;2;6;N;2,6;507,79;0,975609756;997,25;1
tuinpad;0,00;3,83;0,50;0,00;1,00;0,17;Zien;0,696969697;3,83;0,92;3,85878879;4;high;#N/B;#N/B;#N/B;4;2,506427729;7;2;6;N;2,65;585,13;0,925;1016,46;0,99
